level,code,terrain,game_mode,player_powers,enemy_powers,speed,strategic_side,outcome,ticks,seconds,blue_population,red_population,blue_living_population,red_living_population,blue_mana,red_mana,blue_castles,red_castles,blue_peak_castles,red_peak_castles,blue_towns,red_towns,blue_action_markers,red_action_markers,blue_alive_slots,red_alive_slots,dead_slots,ruins,slots,war_tick,first_offense_tick,last_offense_tick,both_quakes,both_volcanoes,both_floods,both_knights,both_wars,blue_initial_population,red_initial_population,blue_initial_mana,red_initial_mana,state_hash,blue_exact_quakes,red_exact_quakes,blue_exact_swamps,red_exact_swamps,blue_exact_knights,red_exact_knights,blue_exact_volcanoes,red_exact_volcanoes,blue_exact_floods,red_exact_floods,blue_exact_wars,red_exact_wars,blue_unclassified_power_score,red_unclassified_power_score,blue_actual_towns,red_actual_towns,blue_actual_castles,red_actual_castles,blue_actual_knights,red_actual_knights,blue_actual_battles_won,red_actual_battles_won,blue_peak_actual_population,red_peak_actual_population,blue_peak_actual_towns,red_peak_actual_towns,blue_peak_actual_castles,red_peak_actual_castles,blue_peak_actual_knights,red_peak_actual_knights,blue_peak_actual_battles_won,red_peak_actual_battles_won
7,KILLPEING,1,0,63,16,10,0,win,8473,1059.125,15055,0,15055,0,68806,-250,0,0,8,6,27,0,848,788,39,0,65,0,104,0,1341,8371,12,0,1,2,0,135,135,399,399,71ede1879b1992ab40920fe3fe01beccd3b7e80f694b3124fc3f06a0e212056c,12,0,0,0,2,0,0,0,0,1,0,0,0,0,27,0,0,0,1,0,67,30,30347,10099,63,37,8,6,1,0,67,30
7,KILLPEING,1,0,63,16,10,1,ongoing,9600,1200.000,80740,246,80740,246,10554,17602,18,0,18,3,24,1,987,890,52,1,63,0,116,0,2141,9221,13,6,0,9,0,135,135,399,399,7353fdecd43810478aa4b16029eb48301d703197b6fa079b306f80e8659d6c19,13,0,0,0,9,0,6,0,0,0,0,0,0,0,24,1,18,0,2,0,196,6,80740,15277,45,51,18,3,4,0,196,6
8,EOAOZORD,1,0,63,16,10,0,ongoing,9600,1200.000,19154,15762,19154,15762,48292,12026,5,7,5,7,29,21,736,1166,43,31,15,0,89,0,1417,7511,18,0,1,2,0,135,135,399,399,316e11ec42373d7d0aa7b816e62861ed77878e3660a81af4fe73ad8f8d75759d,18,0,0,0,2,0,0,0,0,1,0,0,0,0,29,21,5,7,0,0,37,7,30847,15762,67,46,5,7,1,0,37,7
8,EOAOZORD,1,0,63,16,10,1,ongoing,9600,1200.000,25763,4133,25763,4133,4948,6480,9,0,19,8,14,37,1227,823,27,44,43,0,114,0,1641,9311,9,8,1,2,0,135,135,399,399,ff0b48ccd18ee78941ba0452c4f76b72ce15ab477e493f93a706cb882664ebb3,9,0,0,0,2,0,8,0,0,1,0,0,0,0,14,37,9,0,1,0,167,32,57113,21101,33,67,19,8,2,0,167,32
9,BURWILCON,1,0,63,16,10,0,win,7817,977.125,16356,0,16356,0,37572,2985,1,0,3,7,56,0,656,827,76,0,38,0,114,0,1341,7781,21,2,1,1,0,135,135,399,399,8ca51004dee583befdf222d2e4970704209b199bccb8e6300750331f2ed2056d,21,0,0,0,1,0,2,0,0,1,0,0,0,0,56,0,1,0,1,0,58,65,24185,18926,72,30,3,7,1,0,58,65
9,BURWILCON,1,0,63,16,10,1,loss,8053,1006.625,72265,1,72265,0,8622,-246,18,0,18,2,26,0,832,477,55,0,44,1,100,0,3031,7711,0,6,0,6,0,135,135,399,399,2f351be8d6347873b7bf3966fddd7eee1fb291e8895ce5ca5c27f04d0e2d4158,0,0,0,0,6,0,6,0,0,0,0,0,0,0,26,0,18,0,1,0,118,6,72313,7586,27,48,18,2,4,0,118,6
10,MORINGILL,2,0,63,11,10,0,ongoing,9600,1200.000,4118,2642,4118,2642,2351,2898,0,0,2,3,45,29,945,665,48,29,16,0,93,0,4345,9491,21,5,0,0,0,90,90,399,399,878345e99570cae757f212b3a2c19abd91594ca5c90aa7a1cb8d1803099de425,21,0,0,1,0,0,0,5,0,0,0,0,0,0,45,29,0,0,0,0,0,0,6356,3919,53,31,2,3,0,0,0,0
10,MORINGILL,2,0,63,11,10,1,ongoing,9600,1200.000,5260,11731,5260,11731,2975,806,0,2,5,6,31,30,950,960,41,37,0,0,78,0,1921,9591,25,4,0,1,0,90,90,399,399,bf63140f4675b1916eda88e37a95fe4b9f45f6619418a5a69c67c5c455853269,9,16,0,0,1,0,4,0,0,0,0,0,0,0,31,30,0,2,0,0,3,3,8558,12844,37,30,5,6,1,0,3,3
11,NIMIHILL,2,0,63,11,10,0,ongoing,9600,1200.000,15311,11184,15311,11184,19268,4927,4,7,6,11,48,26,960,879,57,35,2,0,94,0,3261,9011,11,6,0,1,0,90,90,399,399,5c631b68f634cc37fb3fca3adb161bff89d3b825a6c96ef8a0cb601162489909,11,0,0,0,1,0,1,5,0,0,0,0,0,0,48,26,4,7,0,0,3,1,19497,14470,50,31,6,11,1,0,3,1
11,NIMIHILL,2,0,63,11,10,1,ongoing,9600,1200.000,9447,19372,9447,19371,1410,1444,2,0,9,7,30,29,908,930,37,38,0,1,76,0,3151,9571,16,4,0,3,0,90,90,399,399,71a999f9d8ba215f93c87b3b0a18e2291a72fe4e3c4540b1226290635278a307,5,11,0,0,3,0,4,0,0,0,0,0,0,0,30,29,2,0,1,0,30,2,16049,20373,39,30,9,7,1,0,30,2
12,BILCEMET,2,0,63,11,10,0,ongoing,9600,1200.000,16135,11063,16135,11063,10423,9313,3,1,3,13,54,30,513,840,60,36,4,0,100,0,2511,9141,24,8,0,0,0,90,90,399,399,e62737c549c44cea2e36b527d82667d42cbf3310fe807146c2be3f2a1256353d,24,0,0,0,0,0,4,4,0,0,0,0,0,0,54,30,3,1,0,0,0,0,16135,14528,60,32,3,13,0,0,0,0
12,BILCEMET,2,0,63,11,10,1,win,8644,1080.500,0,18832,0,18832,3593,10584,0,7,3,7,0,67,760,657,0,80,5,0,85,0,1561,8261,29,3,0,0,0,90,90,399,399,a4a81a4d9bcde0a99d23ab2e65be7f82dfba11353fbbd885add49894462e9285,4,25,0,0,0,0,3,0,0,0,0,0,0,0,0,67,0,7,0,0,10,29,4548,18858,34,69,3,7,0,0,10,29
13,RINGMPED,2,0,63,11,10,0,ongoing,9600,1200.000,6944,6750,6944,6750,2720,966,2,0,8,9,56,26,925,1131,64,29,13,0,106,0,2191,9561,36,6,0,0,0,90,90,399,399,e3ed3c65f4bb368915852e30187a452f39156708971fec324b2a5d0e20c3f29f,22,14,0,0,0,0,0,6,0,0,0,0,0,0,56,26,2,0,0,0,8,27,11419,20582,62,41,8,9,0,0,8,27
13,RINGMPED,2,0,63,11,10,1,loss,6429,803.625,12993,1,12993,0,3944,-237,6,0,7,2,34,0,718,410,42,0,43,1,86,0,3161,6251,4,5,0,1,0,90,90,399,399,23b6fbb06cbe8b48e074cd4292f43b7407c98e96c21be260aa94ec4de692e9c1,0,4,0,0,1,0,5,0,0,0,0,0,0,0,34,0,6,0,1,0,48,0,13009,4892,41,41,7,2,1,0,48,0
14,WEAVHIPHAM,2,0,63,11,10,0,ongoing,9600,1200.000,37878,11647,37878,11647,79186,9695,13,6,13,6,53,19,797,959,75,28,6,0,109,0,2241,8341,17,3,0,0,0,90,90,399,399,d9bcfeec4c0f69984e34b3e86c1c23ae70ecb4cac873c5af3bdcc21ed340ac7c,9,8,0,0,0,0,0,3,0,0,0,0,0,0,53,19,13,6,0,0,32,19,37878,11647,57,31,13,6,0,0,32,19
14,WEAVHIPHAM,2,0,63,11,10,1,ongoing,9600,1200.000,290,13582,290,13582,536,1454,0,3,5,5,5,63,913,831,7,75,12,0,94,0,2161,9561,43,4,0,0,0,90,90,399,399,61103b84434ddfd33f3ab8f83d794330adf63809d3e3fbf3e051848684c9eff6,9,34,0,0,0,0,4,0,0,0,0,0,0,0,5,63,0,3,0,0,8,13,5889,13806,35,63,5,5,0,0,8,13
15,ALPOUTOND,3,0,63,2,9,0,win,6101,762.625,28969,0,28969,0,16573,23520,0,0,13,5,0,0,492,737,1,0,96,0,97,5869,595,5869,18,0,0,2,1,135,135,399,399,1fdb629622292ebce2c2a693eaed5040e0570f4f90c752cd7925896b2dee7901,18,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87,72,48128,12846,53,41,13,5,1,0,87,72
15,ALPOUTOND,3,0,63,2,9,1,win,4691,586.375,0,16787,0,16787,379,5963,0,1,5,4,0,82,485,522,0,128,9,0,137,0,1684,4647,0,3,0,2,0,135,135,399,399,23bde2016efed0519075c157adafdc3c8b689eda62cc527942de1b3182c151a1,0,0,2,1,2,0,3,0,0,0,0,0,0,0,0,82,0,1,0,0,132,13,14949,17754,31,82,5,4,2,0,132,13
16,BADACON,3,0,63,2,9,0,win,4900,612.500,32272,0,32272,0,16509,47731,0,0,8,9,0,0,520,616,2,0,79,0,81,4681,964,4681,4,0,0,2,1,135,135,399,399,420bbb1b8abe6f02de8ab492373d1255ff97be89cf81649249ca2b067ae0ecb4,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107,27,51998,18983,60,41,8,9,1,0,107,27
16,BADACON,3,0,63,2,9,1,win,6734,841.750,0,80630,0,80630,-132,51053,0,7,4,8,0,109,842,533,0,180,8,0,188,0,1018,5131,4,1,0,2,0,135,135,399,399,7281dbc531b29724db750300c16864ed09bdb2d10bf408d4fb5891334ae0c19b,4,0,1,26,2,0,1,0,0,0,0,0,0,0,0,109,0,7,0,0,21,47,11496,80936,35,109,4,8,1,0,21,47
17,IMMUSILL,3,0,63,2,9,0,win,5401,675.125,29003,0,29003,0,35647,40461,8,0,8,5,38,0,557,602,64,0,14,0,78,0,4996,4996,0,0,0,1,0,135,135,399,399,560a5e3260015a105ec3c0642bb2e8445a936da8088eb17d78ea264982156e44,0,0,0,1,1,0,0,0,0,0,0,0,0,0,38,0,8,0,1,0,114,81,29021,8201,46,17,8,5,1,0,114,81
17,IMMUSILL,3,0,63,2,9,1,win,1582,197.750,0,5818,0,5818,-211,6746,0,3,0,3,0,19,159,174,0,29,2,0,31,0,0,0,0,0,0,0,0,135,135,399,399,9a0661eacefaad677b58aaffbf62e8ee6231b3ab656092bef0125960c8cceb6f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,0,2,14,613,5880,8,20,0,3,0,0,2,14
18,HOBDIETORY,3,0,63,2,9,0,win,5742,717.750,30700,2,30700,0,33091,1200,5,0,6,6,48,0,631,665,82,0,10,2,94,0,1414,5203,3,0,0,5,0,135,135,399,399,e1ee84be30c0f8882fe6504b1a4dc5c63019833f60b60e5d0faba02f642d1c7e,3,0,0,8,5,0,0,0,0,0,0,0,0,0,48,0,5,0,1,0,66,9,30826,12934,54,30,6,6,2,0,66,9
18,HOBDIETORY,3,0,63,2,9,1,win,6036,754.500,0,78287,0,78287,1642,66000,0,17,3,17,0,51,664,644,0,109,4,0,113,0,2890,4924,0,2,0,0,0,135,135,399,399,8e5abf657ca7a1f71bb9e35fb8268d1823e56cf8d6571812ff9fcee2c5f45f62,0,0,0,26,0,0,2,0,0,0,0,0,0,0,0,51,0,17,0,0,15,25,7463,78399,30,54,3,17,0,0,15,25
19,BUGQUEEND,3,0,63,2,9,0,win,4003,500.375,25246,0,25246,0,35831,-250,0,0,19,5,0,0,413,490,1,0,29,0,30,3772,865,3772,9,0,0,1,1,135,135,399,399,fea52c974096c50927c0633cce9cadb6b5e3bb1ade5709cc690524c69c6a2b05,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,3,41767,18763,15,28,19,5,1,0,12,3
19,BUGQUEEND,3,0,63,2,9,1,win,9276,1159.500,0,127221,0,127221,4574,130645,0,27,6,27,0,75,1113,1005,0,148,15,0,163,0,1720,5941,0,2,0,1,0,135,135,399,399,3b9898606d35e85dc7a91d878c35d084a8fd0b59bca60893ec1322462c55fc97,0,0,1,41,1,0,2,0,0,0,0,0,0,0,0,76,0,26,0,0,39,87,14025,128270,35,85,6,27,1,0,39,87
20,SHADTED,2,0,63,32,9,0,ongoing,9600,1200.000,43388,15136,43388,15136,68824,76049,16,7,16,19,61,21,742,927,90,35,4,0,129,0,2521,9478,1,2,0,2,0,270,135,399,399,ecf797e67c18dd826908889bc4dc6f15c6011e5610749cbf8a1e14eff6d5db59,1,0,0,0,2,0,2,0,0,0,0,0,0,0,61,21,16,7,1,0,17,40,53077,41446,65,34,16,19,1,0,17,40
20,SHADTED,2,0,63,32,9,1,ongoing,9600,1200.000,105256,11124,105256,11124,3858,87632,30,0,30,2,33,75,1184,974,77,81,4,0,162,0,3241,9460,0,8,0,3,0,270,135,399,399,feabd39459a739c3515dec06d157a46317bd005e52c1a310983c9f4382ffe13c,0,0,0,0,3,0,8,0,0,0,0,0,0,0,33,75,30,0,2,0,48,1,105779,12882,36,75,30,2,2,0,48,1
21,CORPEHAM,2,0,63,32,9,0,win,9408,1176.000,1892,0,1892,0,4080,59321,0,0,5,11,0,0,779,1049,1,0,90,0,91,9118,2152,9118,5,2,0,0,1,270,135,399,399,81d7bf0840c776e5116a4d39c2628d71b13835a74e25be946936a36913e37e9a,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,8,19,28784,20762,73,27,5,11,0,0,8,19
21,CORPEHAM,2,0,63,32,9,1,ongoing,9600,1200.000,55482,11600,55482,11600,8806,49108,10,5,20,7,17,42,1118,960,33,52,13,0,98,0,1873,8776,8,3,0,4,0,270,135,399,399,82dd46c1c0fbd70af25ee920f45025ff4ae39dc9cfe803addafea11164f75576,8,0,0,0,4,0,3,0,0,0,0,0,0,0,17,42,10,5,1,0,57,17,58472,16924,24,45,20,7,2,0,57,17
22,BINOZOND,2,0,63,32,9,0,win,7344,918.000,4699,0,4699,0,2805,31693,0,0,7,9,0,0,661,809,1,0,31,0,32,7093,1765,7093,9,0,0,0,1,270,135,399,399,ae9c10192b4f88247056cdb27b07e228fe40c148d518e21aed85c38f8788f3f7,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,22,25033,13938,77,28,7,9,0,0,23,22
22,BINOZOND,2,0,63,32,9,1,loss,8566,1070.750,52785,1,52785,0,3667,18472,13,0,20,6,23,0,967,945,45,0,20,1,66,0,1666,8470,9,4,0,6,0,270,135,399,399,16daf372dd77303f05dbb158e8bdfd222611447020f19ad1260c222fb94350fb,9,0,0,0,6,0,4,0,0,0,0,0,0,0,23,0,13,0,0,0,159,4,52897,11603,25,63,20,6,4,0,159,4
23,SADWILLOW,2,0,63,32,9,0,ongoing,9600,1200.000,20393,13082,20393,13082,32694,60380,3,2,3,10,54,24,753,1116,68,30,4,0,102,0,1864,8848,20,4,0,0,0,270,135,399,399,e6c05c19549d83a8028d1076d7c44d7a8ad49007d5ec2f33a3f136cd0bfde7d8,20,0,0,0,0,0,4,0,0,0,0,0,0,0,54,24,3,2,0,0,0,0,20542,15037,56,27,3,10,0,0,0,0
23,SADWILLOW,2,0,63,32,9,1,loss,7564,945.500,65695,1,65695,0,2265,4998,22,0,22,4,29,0,898,553,64,0,15,1,80,0,2152,7516,5,4,0,4,0,270,135,399,399,fe602ef224a923597db2416d200f32874e6160314381ff722fe58c46a1c7524f,5,0,0,0,4,0,4,0,0,0,0,0,0,0,29,0,22,0,2,0,76,3,65802,10509,34,32,22,4,3,0,76,3
24,LOWINGICK,2,0,63,32,9,0,ongoing,9600,1200.000,16019,762,16019,762,25302,39745,4,0,4,2,85,5,781,903,99,5,2,0,106,0,2368,9023,42,0,0,0,0,270,135,399,399,62853dc232be10d55c09979bceacdc3f4eef61653a1841e8138fbf0d8a9a7641,42,0,0,0,0,0,0,0,0,0,0,0,0,0,85,5,4,0,0,0,4,1,16019,3293,89,28,4,2,0,0,4,1
24,LOWINGICK,2,0,63,32,9,1,win,7742,967.750,0,26824,0,26824,6874,1315,0,0,2,12,0,0,590,805,0,13,63,0,76,7633,7633,7633,0,0,0,0,1,270,135,399,399,5c6603fc81c8e25407bbaffa81cffda35b63f7b3a2cf5c82b07adc9c22906620,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,31,1833,33490,19,63,2,12,0,0,12,31
25,QAZITORY,3,17,15,11,9,0,win,7055,881.875,98079,0,98079,0,15313,6570,14,0,14,2,102,0,784,890,176,0,10,0,186,0,973,6805,99,0,0,1,0,135,135,399,399,e5e4bcbe90268fa7e6abed7c7289439c10d6639b377a1a40c97d59fed1012ae0,98,1,0,0,1,0,0,0,0,0,0,0,0,0,102,0,14,0,1,0,86,67,98436,7313,105,32,14,2,1,0,86,67
25,QAZITORY,3,17,15,11,9,1,win,5825,728.125,0,104571,0,104571,1608,14881,0,4,1,4,0,133,720,413,0,207,1,0,208,0,1072,5281,40,0,0,0,0,135,135,399,399,7396cfdd027434d9ddb284bd277b868448be489d7b2d0da42fc3a3b42e36fb0b,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,4,0,0,19,31,6732,104629,28,137,1,4,0,0,19,31
26,VERYMEEND,3,17,15,11,9,0,win,4717,589.625,67273,1,67273,0,30341,-250,19,0,19,2,48,0,522,511,100,0,1,1,102,0,1225,4429,50,0,0,1,0,135,135,399,399,7679aba6da4aa3c1924ba038fdcc2d0194e93506ae1dc6f7a7638e33c7ec240c,49,1,0,0,1,0,0,0,0,0,0,0,0,0,48,0,19,0,1,0,29,12,67464,3877,50,25,19,2,1,0,29,12
26,VERYMEEND,3,17,15,11,9,1,win,6102,762.750,0,52172,0,52172,9992,22211,0,19,3,19,0,41,715,671,0,88,14,0,102,0,1441,5779,29,1,0,0,0,135,135,399,399,984edcfad2d55be3ce265bd2c8b5be909392dcb027914a2be94a17f63171ea92,0,29,1,0,0,0,1,0,0,0,0,0,0,0,0,41,0,19,0,0,27,30,8783,52284,31,50,3,19,0,0,27,30
27,MINMPME,3,17,15,11,9,0,win,5456,682.000,64205,1,64205,0,32385,4469,10,0,10,1,78,0,551,546,136,0,10,1,147,0,1369,4744,26,0,0,1,0,135,135,399,399,cd66b55cd3a2ec9bcbd1dc44be1ace2c8350330b1801b7c8e68bcb284c65fd53,25,1,0,0,1,0,0,0,0,0,0,0,0,0,78,0,10,0,1,0,43,66,64205,7144,86,26,10,1,1,0,43,66
27,MINMPME,3,17,15,11,9,1,ongoing,9600,1200.000,1793,106561,1793,106561,6238,1986,0,7,2,7,14,68,1049,586,21,116,1,0,138,0,991,9561,94,0,0,0,0,135,135,399,399,c8e5e123501d9b68eb21486eb634b51f1d1d781f1beb413204a645a0e7499976,2,92,0,0,0,0,0,0,0,0,0,0,0,0,14,68,0,7,0,0,6,18,7565,108085,24,75,2,7,0,0,6,18
28,HAMHIPOLD,3,17,15,11,9,0,win,7483,935.375,24918,0,24918,0,12188,1451,2,0,6,8,93,0,821,1009,138,0,13,0,151,0,1738,7390,20,7,0,0,0,135,135,399,399,9d6ccd62b37673eb4304e9db7a122a5490762e7da331a8c698b813193d70027d,20,0,0,1,0,0,0,7,0,0,0,0,0,0,93,0,2,0,0,0,90,61,26588,17491,93,43,6,8,0,0,90,61
28,HAMHIPOLD,3,17,15,11,9,1,win,6299,787.375,0,56788,0,56788,2461,14461,0,5,1,5,0,74,715,700,0,124,16,0,140,0,1117,5770,40,0,0,0,0,135,135,399,399,e6f3c3674bcda554b27ef4c07171e41c68133ba90fd1ac455e78ed2b0f1775e8,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,5,0,0,6,20,9196,56848,26,74,1,5,0,0,6,20
29,FUTOUTBOY,3,17,15,11,9,0,win,8159,1019.875,71473,0,71473,0,5813,-3,5,0,7,4,83,0,773,1003,139,0,7,0,146,0,1027,8002,69,1,0,0,0,135,135,399,399,5f9bb8ffcaba4107c5ab51ef6a866040f232897e741c09a28df450b8775b7976,67,2,0,0,0,0,0,1,0,0,0,0,0,0,83,0,5,0,0,0,23,10,75909,13422,84,27,7,4,0,0,23,10
29,FUTOUTBOY,3,17,15,11,9,1,win,7254,906.750,0,85268,0,85268,2476,10515,0,13,2,13,0,86,977,673,0,140,10,0,150,0,1054,7192,82,0,0,0,0,135,135,399,399,0deb70471b040f4561d8cdb9c3dbfe055ca4b6ffb1fffa310303ee2b2868bea4,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,13,0,0,38,128,8286,85432,42,87,2,13,0,0,38,128
30,SUZALOW,0,16,55,8,8,0,ongoing,9600,1200.000,28670,2870,28670,2869,13656,3767,5,0,8,4,60,21,731,1825,90,27,0,1,118,0,721,9153,39,5,0,1,0,135,135,399,399,3d5d9d14127c597b47bb6e6c6a0a482b0dddf4ec4b4ff7a759d814880d8af8a7,39,0,0,0,1,0,0,5,0,0,0,0,0,0,60,21,5,0,1,0,92,83,28670,22106,61,41,8,4,1,0,92,83
30,SUZALOW,0,16,55,8,8,1,win,9141,1142.625,0,54054,0,54054,-209,117456,0,4,7,4,0,82,1359,1060,0,122,26,0,148,0,1137,8081,1,7,0,5,0,135,135,399,399,01060f8e0517bdcc5a4f8a03b71abc2be8bf82b029103e0859feb73571d8eb6b,1,0,0,0,5,0,0,7,0,0,0,0,0,0,0,82,0,4,0,0,130,121,14883,54966,31,83,7,4,2,0,130,121
31,DOUUSICK,0,16,55,8,8,0,loss,4780,597.500,0,27715,0,27715,-207,4076,0,11,3,11,0,23,251,598,0,40,12,0,52,0,809,4657,6,7,0,0,0,135,135,399,399,7ad7acda5fd7b1adab363fb02ac9e10b0dbec41de45bec4918cd22d45907aefa,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,24,0,11,0,0,5,31,4962,27719,10,35,3,11,0,0,5,31
31,DOUUSICK,0,16,55,8,8,1,ongoing,9600,1200.000,2607,34215,2607,34215,4618,90467,0,11,5,12,16,30,1755,1129,20,60,0,0,80,0,1665,8809,0,2,1,5,0,135,135,399,399,10348df341ecc24eff79c27425d94f0ab2df532e46a9b568015635e3b7ea1452,0,0,0,0,5,0,0,2,1,0,0,0,0,0,16,30,0,11,0,0,114,44,12599,37346,28,35,5,12,2,0,114,44
32,SHIDIEHOLE,0,16,55,8,8,0,win,6599,824.875,54426,0,54426,0,8979,-250,1,0,7,5,105,0,633,916,147,0,12,0,159,0,1129,6289,31,3,0,2,0,135,135,399,399,65cbccd23cc0a7545dab4a8e52854b50666bd33712d68da31c6bcc18315a3c5f,31,0,0,0,2,0,0,3,0,0,0,0,0,0,105,0,1,0,0,0,65,50,54551,12336,106,27,7,5,1,0,65,50
32,SHIDIEHOLE,0,16,55,8,8,1,ongoing,9600,1200.000,8319,76063,8319,76062,21181,164346,0,25,4,25,21,52,1250,1017,32,93,0,1,126,0,1561,9257,0,9,0,9,0,135,135,399,399,dbf49e27327c7465724972dd92518f0a3fddf0a3db442231411f5b0efb48041b,0,0,0,0,9,0,0,9,0,0,0,0,0,0,21,52,0,25,2,0,148,49,12112,76063,35,52,4,25,2,0,148,49
33,HURTLOPLAS,0,16,55,8,8,0,win,6258,782.250,48099,0,48099,0,7627,-250,0,0,14,9,0,0,778,860,14,0,149,0,163,6073,1001,6073,27,3,0,2,1,135,135,399,399,58395e2a9832f4b45a4256cbe1b67a44acdfd83a9451637121e867592d55c3b4,27,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,77,53,50959,18279,100,29,14,9,1,0,77,53
33,HURTLOPLAS,0,16,55,8,8,1,win,8887,1110.875,0,86678,0,86678,619,85356,0,2,6,4,0,94,1192,932,0,138,24,0,162,0,1233,5825,2,4,1,4,0,135,135,399,399,981ec179fcf63835b6be4225fa62ba7ea5274527738c25787add35013f31c891,2,0,0,0,4,0,0,4,1,0,0,0,0,0,0,94,0,2,0,0,173,47,13488,86789,22,99,6,4,2,0,173,47
34,JOSTME,0,16,55,8,8,0,win,5743,717.875,28132,0,28132,0,10152,-250,0,0,8,8,0,0,691,807,2,0,25,0,27,5489,1281,5489,5,2,0,4,1,135,135,399,399,d4be9cc0c0451a85752530d8241c23d924cfd92c57dc89b8ba802bf2ef6e031b,5,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,48,22,45134,11753,57,22,8,8,1,0,48,22
34,JOSTME,0,16,55,8,8,1,win,8944,1118.000,0,102572,0,102572,1542,260596,0,21,3,21,0,76,1165,1044,0,132,5,0,137,0,1465,8418,1,7,0,4,0,135,135,399,399,1948324392a31ff22ecc84822d6c7ad75502819651bf1d204a46ff132c699346,1,0,0,0,4,0,0,7,0,0,0,0,0,0,0,76,0,21,0,0,114,70,12002,102572,24,77,3,21,2,0,114,70
35,TIMPEOLD,1,16,63,3,8,0,win,8970,1121.250,30088,0,30088,0,18938,32639,0,0,17,13,0,0,849,1286,1,0,92,0,93,8721,1665,8721,4,2,0,3,1,45,135,399,399,491a639acd9fdc41069ab81d3f2d0ebe7650b04f268b780fbefac6d07cab2d12,3,1,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,83,94,53524,19069,88,31,17,13,1,0,83,94
35,TIMPEOLD,1,16,63,3,8,1,ongoing,9600,1200.000,2485,35200,2485,35200,1720,7327,0,2,2,4,20,50,1191,628,24,68,11,0,103,0,1289,9401,62,1,0,0,0,45,135,399,399,fae0dfaf0d09e6ed87feb9c018d1ef71c15d3ae1103006a0a3106fa88a615f08,2,60,0,0,0,0,1,0,0,0,0,0,0,0,20,50,0,2,0,0,0,0,3132,35227,23,59,2,4,0,0,0,0
36,CALOZBOY,1,16,63,3,8,0,win,9111,1138.875,57847,0,57847,0,13124,50197,0,0,26,9,0,0,763,1123,11,0,128,0,139,8969,2537,8969,3,0,0,5,1,45,135,399,399,ab5d36b41fef338877070fbf6cda5148e1f135b7b9acfbe09c5514152caf132a,3,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79,64,78046,20143,80,23,26,9,1,0,79,64
36,CALOZBOY,1,16,63,3,8,1,win,5439,679.875,0,26601,0,26601,7144,1930,0,4,6,4,0,100,716,615,0,126,13,0,139,0,1449,5425,28,0,0,1,0,45,135,399,399,19ad9114ca12dad88b7583e51b575f899bf9d5d4dbda042a9568af7c2023e46d,1,27,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,4,0,0,28,17,7294,26810,22,100,6,4,1,0,28,17
37,SCOWILDOR,1,16,63,3,8,0,win,7856,982.000,27958,0,27958,0,16344,21574,0,0,17,13,0,0,779,1046,18,0,101,0,119,7705,1505,7705,8,1,0,3,1,45,135,399,399,a190f7a66cf2baaf112c2b6141614a9571d06a24fc61899ac559f0c8784a3580,6,2,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,101,34,47984,17265,66,20,17,13,1,0,101,34
37,SCOWILDOR,1,16,63,3,8,1,win,8492,1061.500,0,74148,0,74148,-79,29005,0,13,3,13,0,83,924,836,0,120,7,0,127,0,1849,8090,41,1,0,0,0,45,135,399,399,ef6e72159fa708ae05a52439624d36efa575bf9b392c03ba32360f19a34e9447,0,41,0,0,0,0,1,0,0,0,0,0,0,0,0,83,0,13,0,0,30,46,3804,74277,21,85,3,13,0,0,30,46
38,SWAINGPAL,1,16,63,3,8,0,win,8226,1028.250,12935,0,12935,0,15948,18491,0,0,15,10,0,0,867,1026,3,0,111,0,114,8009,1681,8009,11,1,0,2,1,45,135,399,399,29e58ebfd6f5b28b30cb2bd072e06fcef14141bff70c00eafbeb4b36947ace1c,9,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,28,20,43782,25217,73,21,15,10,1,0,28,20
